date	SkinWetness
2.7500000000E+000	7.8672778792E-002
2.7666666667E+000	7.8746387742E-002
2.7833333333E+000	7.8819908296E-002
2.8000000000E+000	7.8893338942E-002
2.8166666667E+000	7.8966678163E-002
2.8333333333E+000	7.9039924445E-002
2.8500000000E+000	7.9113076275E-002
2.8666666667E+000	7.9186132141E-002
2.8833333333E+000	7.9259090536E-002
2.9000000000E+000	7.9331949956E-002
2.9166666667E+000	7.9404708904E-002
2.9333333333E+000	7.9477365891E-002
2.9500000000E+000	7.9549919434E-002
2.9666666667E+000	7.9622368059E-002
2.9833333333E+000	7.9694710304E-002
3.0000000000E+000	7.9766944714E-002
3.0166666667E+000	7.9839069848E-002
3.0333333333E+000	7.9911084277E-002
3.0500000000E+000	7.9982986583E-002
3.0666666667E+000	8.0054775364E-002
3.0833333333E+000	8.0126449230E-002
3.1000000000E+000	8.0198006807E-002
3.1166666667E+000	8.0269446737E-002
3.1333333333E+000	8.0340767676E-002
3.1500000000E+000	8.0411968298E-002
3.1666666667E+000	8.0483047294E-002
3.1833333333E+000	8.0554003371E-002
3.2000000000E+000	8.0624835255E-002
3.2166666667E+000	8.0695541690E-002
3.2333333333E+000	8.0766121438E-002
3.2500000000E+000	8.0836573281E-002
3.2666666667E+000	8.0906896018E-002
3.2833333333E+000	8.0977088470E-002
3.3000000000E+000	8.1047149476E-002
3.3166666667E+000	8.1117077896E-002
3.3333333333E+000	8.1186872609E-002
3.3500000000E+000	8.1256532516E-002
3.3666666667E+000	8.1326056536E-002
3.3833333333E+000	8.1395443612E-002
3.4000000000E+000	8.1464692706E-002
3.4166666667E+000	8.1533802799E-002
3.4333333333E+000	8.1602772897E-002
3.4500000000E+000	8.1671602024E-002
3.4666666667E+000	8.1740289227E-002
3.4833333333E+000	8.1808833573E-002
3.5000000000E+000	8.1877234151E-002
3.5166666667E+000	8.1945490070E-002
3.5333333333E+000	8.2013600462E-002
3.5500000000E+000	8.2081564480E-002
3.5666666667E+000	8.2149381297E-002
3.5833333333E+000	8.2217050107E-002
3.6000000000E+000	8.2284570127E-002
3.6166666667E+000	8.2351940594E-002
3.6333333333E+000	8.2419160765E-002
3.6500000000E+000	8.2486229920E-002
3.6666666667E+000	8.2553147358E-002
3.6833333333E+000	8.2619912399E-002
3.7000000000E+000	8.2686524385E-002
3.7166666667E+000	8.2752982677E-002
3.7333333333E+000	8.2819286656E-002
3.7500000000E+000	8.2885435726E-002
3.7666666667E+000	8.2951429308E-002
3.7833333333E+000	8.3017266844E-002
3.8000000000E+000	8.3082947796E-002
3.8166666667E+000	8.3148471646E-002
3.8333333333E+000	8.3213837894E-002
3.8500000000E+000	8.3279046060E-002
3.8666666667E+000	8.3344095685E-002
3.8833333333E+000	8.3408986326E-002
3.9000000000E+000	8.3473717560E-002
3.9166666667E+000	8.3538288983E-002
3.9333333333E+000	8.3602700209E-002
3.9500000000E+000	8.3666950869E-002
3.9666666667E+000	8.3731040613E-002
3.9833333333E+000	8.3794969110E-002
4.0000000000E+000	8.3858736045E-002
4.0166666667E+000	8.3922341119E-002
4.0333333333E+000	8.3985784053E-002
4.0500000000E+000	8.4049064583E-002
4.0666666667E+000	8.4112182462E-002
4.0833333333E+000	8.4175137461E-002
4.1000000000E+000	8.4237929365E-002
4.1166666667E+000	8.4300557975E-002
4.1333333333E+000	8.4363023111E-002
4.1500000000E+000	8.4425324604E-002
4.1666666667E+000	8.4487462304E-002
4.1833333333E+000	8.4549436075E-002
4.2000000000E+000	8.4611245795E-002
4.2166666667E+000	8.4672891357E-002
4.2333333333E+000	8.4734372669E-002
4.2500000000E+000	8.4795689654E-002
4.2666666667E+000	8.4856842247E-002
4.2833333333E+000	8.4917830398E-002
4.3000000000E+000	8.4978654070E-002
4.3166666667E+000	8.5039313240E-002
4.3333333333E+000	8.5099807898E-002
4.3500000000E+000	8.5160138045E-002
4.3666666667E+000	8.5220303698E-002
4.3833333333E+000	8.5280304884E-002
4.4000000000E+000	8.5340141643E-002
4.4166666667E+000	8.5399814026E-002
4.4333333333E+000	8.5459322098E-002
4.4500000000E+000	8.5518665932E-002
4.4666666667E+000	8.5577845617E-002
4.4833333333E+000	8.5636861248E-002
4.5000000000E+000	8.5695712935E-002
4.5166666667E+000	8.5754400797E-002
4.5333333333E+000	8.5812924963E-002
4.5500000000E+000	8.5871285573E-002
4.5666666667E+000	8.5929482778E-002
4.5833333333E+000	8.5987516736E-002
4.6000000000E+000	8.6045387617E-002
4.6166666667E+000	8.6103095601E-002
4.6333333333E+000	8.6160640875E-002
4.6500000000E+000	8.6218023636E-002
4.6666666667E+000	8.6275244091E-002
4.6833333333E+000	8.6332302453E-002
4.7000000000E+000	8.6389198947E-002
4.7166666667E+000	8.6445933804E-002
4.7333333333E+000	8.6502507262E-002
4.7500000000E+000	8.6558919570E-002
4.7666666667E+000	8.6615170983E-002
4.7833333333E+000	8.6671261763E-002
4.8000000000E+000	8.6727192181E-002
4.8166666667E+000	8.6782962513E-002
4.8333333333E+000	8.6838573044E-002
4.8500000000E+000	8.6894024065E-002
4.8666666667E+000	8.6949315873E-002
4.8833333333E+000	8.7004448773E-002
4.9000000000E+000	8.7059423075E-002
4.9166666667E+000	8.7114239095E-002
4.9333333333E+000	8.7168897158E-002
4.9500000000E+000	8.7223397591E-002
4.9666666667E+000	8.7277740727E-002
4.9833333333E+000	8.7331926908E-002
5.0000000000E+000	8.7385956479E-002
5.0166666667E+000	8.7439829788E-002
5.0333333333E+000	8.7493547193E-002
5.0500000000E+000	8.7547109052E-002
5.0666666667E+000	8.7600515733E-002
5.0833333333E+000	8.7653767603E-002
5.1000000000E+000	8.7706865038E-002
5.1166666667E+000	8.7759808415E-002
5.1333333333E+000	8.7812598119E-002
5.1500000000E+000	8.7865234535E-002
5.1666666667E+000	8.7917718056E-002
5.1833333333E+000	8.7970049075E-002
5.2000000000E+000	8.8022227991E-002
5.2166666667E+000	8.8074255206E-002
5.2333333333E+000	8.8126131126E-002
5.2500000000E+000	8.8177856159E-002
5.2666666667E+000	8.8229430718E-002
5.2833333333E+000	8.8280855217E-002
5.3000000000E+000	8.8332130076E-002
5.3166666667E+000	8.8383255715E-002
5.3333333333E+000	8.8434232557E-002
5.3500000000E+000	8.8485061030E-002
5.3666666667E+000	8.8535741563E-002
5.3833333333E+000	8.8586274586E-002
5.4000000000E+000	8.8636660534E-002
5.4166666667E+000	8.8686899843E-002
5.4333333333E+000	8.8736992951E-002
5.4500000000E+000	8.8786940299E-002
5.4666666667E+000	8.8836742328E-002
5.4833333333E+000	8.8886399483E-002
5.5000000000E+000	8.8935912209E-002
5.5166666667E+000	8.8985280955E-002
5.5333333333E+000	8.9034506168E-002
5.5500000000E+000	8.9083588301E-002
5.5666666667E+000	8.9132527805E-002
5.5833333333E+000	8.9181325133E-002
5.6000000000E+000	8.9229980740E-002
5.6166666667E+000	8.9278495083E-002
5.6333333333E+000	8.9326868617E-002
5.6500000000E+000	8.9375101800E-002
5.6666666667E+000	8.9423195093E-002
5.6833333333E+000	8.9471148954E-002
5.7000000000E+000	8.9518963844E-002
5.7166666667E+000	8.9566640224E-002
5.7333333333E+000	8.9614178557E-002
5.7500000000E+000	8.9661579304E-002
5.7666666667E+000	8.9708842930E-002
5.7833333333E+000	8.9755969897E-002
5.8000000000E+000	8.9802960670E-002
5.8166666667E+000	8.9849815712E-002
5.8333333333E+000	8.9896535489E-002
5.8500000000E+000	8.9943120465E-002
5.8666666667E+000	8.9989571106E-002
5.8833333333E+000	9.0035887875E-002
5.9000000000E+000	9.0082071239E-002
5.9166666667E+000	9.0128121663E-002
5.9333333333E+000	9.0174039612E-002
5.9500000000E+000	9.0219825550E-002
5.9666666667E+000	9.0265479943E-002
5.9833333333E+000	9.0311003255E-002
6.0000000000E+000	9.0356395951E-002
6.0166666667E+000	9.0401658495E-002
6.0333333333E+000	9.0446791350E-002
6.0500000000E+000	9.0491794980E-002
6.0666666667E+000	9.0536669847E-002
6.0833333333E+000	9.0581416415E-002
6.1000000000E+000	9.0626035146E-002
6.1166666667E+000	9.0670526500E-002
6.1333333333E+000	9.0714890939E-002
6.1500000000E+000	9.0759128923E-002
6.1666666667E+000	9.0803240911E-002
6.1833333333E+000	9.0847227363E-002
6.2000000000E+000	9.0891088736E-002
6.2166666667E+000	9.0934825488E-002
6.2333333333E+000	9.0978438076E-002
6.2500000000E+000	9.1021926954E-002
6.2666666667E+000	9.1065292579E-002
6.2833333333E+000	9.1108535404E-002
6.3000000000E+000	9.1151655882E-002
6.3166666667E+000	9.1194654466E-002
6.3333333333E+000	9.1237531606E-002
6.3500000000E+000	9.1280287753E-002
6.3666666667E+000	9.1322923356E-002
6.3833333333E+000	9.1365438863E-002
6.4000000000E+000	9.1407834721E-002
6.4166666667E+000	9.1450111376E-002
6.4333333333E+000	9.1492269272E-002
6.4500000000E+000	9.1534308854E-002
6.4666666667E+000	9.1576230564E-002
6.4833333333E+000	9.1618034843E-002
6.5000000000E+000	9.1659722131E-002
6.5166666667E+000	9.1701292868E-002
6.5333333333E+000	9.1742747490E-002
6.5500000000E+000	9.1784086434E-002
6.5666666667E+000	9.1825310135E-002
6.5833333333E+000	9.1866419028E-002
6.6000000000E+000	9.1907413544E-002
6.6166666667E+000	9.1948294114E-002
6.6333333333E+000	9.1989061169E-002
6.6500000000E+000	9.2029715136E-002
6.6666666667E+000	9.2070256444E-002
6.6833333333E+000	9.2110685516E-002
6.7000000000E+000	9.2151002779E-002
6.7166666667E+000	9.2191208654E-002
6.7333333333E+000	9.2231303564E-002
6.7500000000E+000	9.2271287927E-002
6.7666666667E+000	9.2311162163E-002
6.7833333333E+000	9.2350926689E-002
6.8000000000E+000	9.2390581921E-002
6.8166666667E+000	9.2430128272E-002
6.8333333333E+000	9.2469566155E-002
6.8500000000E+000	9.2508895981E-002
6.8666666667E+000	9.2548118161E-002
6.8833333333E+000	9.2587233102E-002
6.9000000000E+000	9.2626241211E-002
6.9166666667E+000	9.2665142893E-002
6.9333333333E+000	9.2703938551E-002
6.9500000000E+000	9.2742628589E-002
6.9666666667E+000	9.2781213406E-002
6.9833333333E+000	9.2819693401E-002
7.0000000000E+000	9.2858068971E-002
7.0166666667E+000	9.2896340514E-002
7.0333333333E+000	9.2934508422E-002
7.0500000000E+000	9.2972573089E-002
7.0666666667E+000	9.3010534906E-002
7.0833333333E+000	9.3048394262E-002
7.1000000000E+000	9.3086151546E-002
7.1166666667E+000	9.3123807143E-002
7.1333333333E+000	9.3161361440E-002
7.1500000000E+000	9.3198814819E-002
7.1666666667E+000	9.3236167662E-002
7.1833333333E+000	9.3273420348E-002
7.2000000000E+000	9.3310573257E-002
7.2166666667E+000	9.3347626766E-002
7.2333333333E+000	9.3384581250E-002
7.2500000000E+000	9.3421437082E-002
7.2666666667E+000	9.3458194636E-002
7.2833333333E+000	9.3494854280E-002
7.3000000000E+000	9.3531416385E-002
7.3166666667E+000	9.3567881318E-002
7.3333333333E+000	9.3604249445E-002
7.3500000000E+000	9.3640521130E-002
7.3666666667E+000	9.3676696735E-002
7.3833333333E+000	9.3712776623E-002
7.4000000000E+000	9.3748761151E-002
7.4166666667E+000	9.3784650678E-002
7.4333333333E+000	9.3820445561E-002
7.4500000000E+000	9.3856146154E-002
7.4666666667E+000	9.3891752811E-002
7.4833333333E+000	9.3927265882E-002
7.5000000000E+000	9.3962685718E-002
7.5166666667E+000	9.3998012668E-002
7.5333333333E+000	9.4033247077E-002
7.5500000000E+000	9.4068389293E-002
7.5666666667E+000	9.4103439658E-002
7.5833333333E+000	9.4138398514E-002
7.6000000000E+000	9.4173266202E-002
7.6166666667E+000	9.4208043062E-002
7.6333333333E+000	9.4242729430E-002
7.6500000000E+000	9.4277325644E-002
7.6666666667E+000	9.4311832036E-002
7.6833333333E+000	9.4346248941E-002
7.7000000000E+000	9.4380576689E-002
7.7166666667E+000	9.4414815610E-002
7.7333333333E+000	9.4448966033E-002
7.7500000000E+000	9.4483028285E-002
7.7666666667E+000	9.4517002690E-002
7.7833333333E+000	9.4550889573E-002
7.8000000000E+000	9.4584689255E-002
7.8166666667E+000	9.4618402059E-002
7.8333333333E+000	9.4652028302E-002
7.8500000000E+000	9.4685568302E-002
7.8666666667E+000	9.4719022377E-002
7.8833333333E+000	9.4752390840E-002
7.9000000000E+000	9.4785674005E-002
7.9166666667E+000	9.4818872184E-002
7.9333333333E+000	9.4851985687E-002
7.9500000000E+000	9.4885014824E-002
7.9666666667E+000	9.4917959900E-002
7.9833333333E+000	9.4950821224E-002
8.0000000000E+000	9.4983599099E-002
8.0166666667E+000	9.5016293828E-002
8.0333333333E+000	9.5048905713E-002
8.0500000000E+000	9.5081435054E-002
8.0666666667E+000	9.5113882150E-002
8.0833333333E+000	9.5146247298E-002
8.1000000000E+000	9.5178530795E-002
8.1166666667E+000	9.5210732935E-002
8.1333333333E+000	9.5242854011E-002
8.1500000000E+000	9.5274894315E-002
8.1666666667E+000	9.5306854138E-002
8.1833333333E+000	9.5338733768E-002
8.2000000000E+000	9.5370533493E-002
8.2166666667E+000	9.5402253599E-002
8.2333333333E+000	9.5433894371E-002
8.2500000000E+000	9.5465456093E-002
8.2666666667E+000	9.5496939047E-002
8.2833333333E+000	9.5528343514E-002
8.3000000000E+000	9.5559669773E-002
8.3166666667E+000	9.5590918102E-002
8.3333333333E+000	9.5622088779E-002
8.3500000000E+000	9.5653182078E-002
8.3666666667E+000	9.5684198274E-002
8.3833333333E+000	9.5715137639E-002
8.4000000000E+000	9.5746000446E-002
8.4166666667E+000	9.5776786965E-002
8.4333333333E+000	9.5807497464E-002
8.4500000000E+000	9.5838132212E-002
8.4666666667E+000	9.5868691474E-002
8.4833333333E+000	9.5899175515E-002
8.5000000000E+000	9.5929584601E-002
8.5166666667E+000	9.5959918992E-002
8.5333333333E+000	9.5990178951E-002
8.5500000000E+000	9.6020364738E-002
8.5666666667E+000	9.6050476611E-002
8.5833333333E+000	9.6080514829E-002
8.6000000000E+000	9.6110479647E-002
8.6166666667E+000	9.6140371320E-002
8.6333333333E+000	9.6170190103E-002
8.6500000000E+000	9.6199936249E-002
8.6666666667E+000	9.6229610008E-002
8.6833333333E+000	9.6259211631E-002
8.7000000000E+000	9.6288741368E-002
8.7166666667E+000	9.6318199466E-002
8.7333333333E+000	9.6347586172E-002
8.7500000000E+000	9.6376901731E-002
8.7666666667E+000	9.6406146388E-002
8.7833333333E+000	9.6435320387E-002
8.8000000000E+000	9.6464423969E-002
8.8166666667E+000	9.6493457375E-002
8.8333333333E+000	9.6522420845E-002
8.8500000000E+000	9.6551314618E-002
8.8666666667E+000	9.6580138930E-002
8.8833333333E+000	9.6608894020E-002
8.9000000000E+000	9.6637580121E-002
8.9166666667E+000	9.6666197469E-002
8.9333333333E+000	9.6694746295E-002
8.9500000000E+000	9.6723226832E-002
8.9666666667E+000	9.6751639312E-002
8.9833333333E+000	9.6779983963E-002
9.0000000000E+000	9.6808261014E-002
9.0166666667E+000	9.6836470693E-002
9.0333333333E+000	9.6864613226E-002
9.0500000000E+000	9.6892688840E-002
9.0666666667E+000	9.6920697757E-002
9.0833333333E+000	9.6948640203E-002
9.1000000000E+000	9.6976516398E-002
9.1166666667E+000	9.7004326564E-002
9.1333333333E+000	9.7032070922E-002
9.1500000000E+000	9.7059749690E-002
9.1666666667E+000	9.7087363087E-002
9.1833333333E+000	9.7114911329E-002
9.2000000000E+000	9.7142394634E-002
9.2166666667E+000	9.7169813215E-002
9.2333333333E+000	9.7197167288E-002
9.2500000000E+000	9.7224457064E-002
9.2666666667E+000	9.7251682758E-002
9.2833333333E+000	9.7278844578E-002
9.3000000000E+000	9.7305942736E-002
9.3166666667E+000	9.7332977441E-002
9.3333333333E+000	9.7359948900E-002
9.3500000000E+000	9.7386857322E-002
9.3666666667E+000	9.7413702912E-002
9.3833333333E+000	9.7440485876E-002
9.4000000000E+000	9.7467206418E-002
9.4166666667E+000	9.7493864741E-002
9.4333333333E+000	9.7520461048E-002
9.4500000000E+000	9.7546995541E-002
9.4666666667E+000	9.7573468420E-002
9.4833333333E+000	9.7599879885E-002
9.5000000000E+000	9.7626230134E-002
9.5166666667E+000	9.7652519366E-002
9.5333333333E+000	9.7678747777E-002
9.5500000000E+000	9.7704915563E-002
9.5666666667E+000	9.7731022920E-002
9.5833333333E+000	9.7757070042E-002
9.6000000000E+000	9.7783057122E-002
9.6166666667E+000	9.7808984353E-002
9.6333333333E+000	9.7834851926E-002
9.6500000000E+000	9.7860660033E-002
9.6666666667E+000	9.7886408862E-002
9.6833333333E+000	9.7912098604E-002
9.7000000000E+000	9.7937729445E-002
9.7166666667E+000	9.7963301574E-002
9.7333333333E+000	9.7988815177E-002
9.7500000000E+000	9.8014270440E-002
9.7666666667E+000	9.8039667547E-002
9.7833333333E+000	9.8065006682E-002
9.8000000000E+000	9.8090288029E-002
9.8166666667E+000	9.8115511769E-002
9.8333333333E+000	9.8140678085E-002
9.8500000000E+000	9.8165787156E-002
9.8666666667E+000	9.8190839164E-002
9.8833333333E+000	9.8215834286E-002
9.9000000000E+000	9.8240772701E-002
9.9166666667E+000	9.8265654586E-002
9.9333333333E+000	9.8290480119E-002
9.9500000000E+000	9.8315249475E-002
9.9666666667E+000	9.8339962829E-002
9.9833333333E+000	9.8364620356E-002
1.0000000000E+001	9.8389222229E-002
1.0016666667E+001	9.8413768620E-002
1.0033333333E+001	9.8438259703E-002
1.0050000000E+001	9.8462695647E-002
1.0066666667E+001	9.8487076624E-002
1.0083333333E+001	9.8511402804E-002
1.0100000000E+001	9.8535674354E-002
1.0116666667E+001	9.8559891445E-002
1.0133333333E+001	9.8584054242E-002
1.0150000000E+001	9.8608162914E-002
1.0166666667E+001	9.8632217625E-002
1.0183333333E+001	9.8656218542E-002
1.0200000000E+001	9.8680165829E-002
1.0216666667E+001	9.8704059650E-002
1.0233333333E+001	9.8727900167E-002
1.0250000000E+001	9.8751687545E-002
1.0266666667E+001	9.8775421943E-002
1.0283333333E+001	9.8799103524E-002
1.0300000000E+001	9.8822732447E-002
1.0316666667E+001	9.8846308873E-002
1.0333333333E+001	9.8869832960E-002
1.0350000000E+001	9.8893304867E-002
1.0366666667E+001	9.8916724751E-002
1.0383333333E+001	9.8940092769E-002
1.0400000000E+001	9.8963409078E-002
1.0416666667E+001	9.8986673832E-002
1.0433333333E+001	9.9009887188E-002
1.0450000000E+001	9.9033049299E-002
1.0466666667E+001	9.9056160319E-002
1.0483333333E+001	9.9079220400E-002
1.0500000000E+001	9.9102229696E-002
1.0516666667E+001	9.9125188357E-002
1.0533333333E+001	9.9148096535E-002
1.0550000000E+001	9.9170954380E-002
1.0566666667E+001	9.9193762042E-002
1.0583333333E+001	9.9216519670E-002
1.0600000000E+001	9.9239227412E-002
1.0616666667E+001	9.9261885416E-002
1.0633333333E+001	9.9284493830E-002
1.0650000000E+001	9.9307052800E-002
1.0666666667E+001	9.9329562472E-002
1.0683333333E+001	9.9352022991E-002
1.0700000000E+001	9.9374434502E-002
1.0716666667E+001	9.9396797149E-002
1.0733333333E+001	9.9419111077E-002
1.0750000000E+001	9.9441376426E-002
1.0766666667E+001	9.9463593341E-002
1.0783333333E+001	9.9485761963E-002
1.0800000000E+001	9.9507882433E-002
1.0816666667E+001	9.9529954891E-002
1.0833333333E+001	9.9551979478E-002
1.0850000000E+001	9.9573956333E-002
1.0866666667E+001	9.9595885595E-002
1.0883333333E+001	9.9617767402E-002
1.0900000000E+001	9.9639601892E-002
1.0916666667E+001	9.9661389201E-002
1.0933333333E+001	9.9683129468E-002
1.0950000000E+001	9.9704822826E-002
1.0966666667E+001	9.9726469413E-002
1.0983333333E+001	9.9748069362E-002
1.1000000000E+001	9.9769622809E-002
1.1016666667E+001	9.9791129886E-002
1.1033333333E+001	9.9812590728E-002
1.1050000000E+001	9.9834005467E-002
1.1066666667E+001	9.9855374235E-002
1.1083333333E+001	9.9876697164E-002
1.1100000000E+001	9.9897974384E-002
1.1116666667E+001	9.9919206027E-002
1.1133333333E+001	9.9940392222E-002
1.1150000000E+001	9.9961533099E-002
1.1166666667E+001	9.9982628788E-002
1.1183333333E+001	1.0000367942E-001
1.1200000000E+001	1.0002468511E-001
1.1216666667E+001	1.0004564600E-001
1.1233333333E+001	1.0006656221E-001
1.1250000000E+001	1.0008743387E-001
1.1266666667E+001	1.0010826110E-001
1.1283333333E+001	1.0012904404E-001
1.1300000000E+001	1.0014978280E-001
1.1316666667E+001	1.0017047750E-001
1.1333333333E+001	1.0019112828E-001
1.1350000000E+001	1.0021173526E-001
1.1366666667E+001	1.0023229855E-001
1.1383333333E+001	1.0025281829E-001
1.1400000000E+001	1.0027329458E-001
1.1416666667E+001	1.0029372757E-001
1.1433333333E+001	1.0031411736E-001
1.1450000000E+001	1.0033446408E-001
1.1466666667E+001	1.0035476784E-001
1.1483333333E+001	1.0037502877E-001
1.1500000000E+001	1.0039524698E-001
1.1516666667E+001	1.0041542260E-001
1.1533333333E+001	1.0043555574E-001
1.1550000000E+001	1.0045564652E-001
1.1566666667E+001	1.0047569506E-001
1.1583333333E+001	1.0049570147E-001
1.1600000000E+001	1.0051566587E-001
1.1616666667E+001	1.0053558838E-001
1.1633333333E+001	1.0055546911E-001
